order,name,internal_var,namelist,group,group_cn,dtype,default,size,description,usage,condition,source,line,source_use_count,source_use_files,source_usage_summary,source_use_examples
230,ln,ln,&inputnl,Equilibrium,平衡与初始条件,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：多个解析/测试平衡的特征径向尺度；basicJ 中是电流剖面半径，Solovev 中控制横向尺寸。它不是自然对数。仿星器：VMEC/外场平衡不使用，但 `icsym=3` 扰动包络仍可能引用。,,unstructured/input.f90,623,64,unstructured/init_conds.f90(17); unstructured/init_solovev.f90(12); unstructured/init_basicj.f90(10); unstructured/init_3ddiffusion.f90(7); unstructured/init_circle.f90(5); unstructured/init_gmode.f90(4); unstructured/input.f90(3); unstructured/init_common.f90(1),"源码引用 64 处；主要在 `init_conds.f90` 17处, `init_solovev.f90` 12处, `init_basicj.f90` 10处, `init_3ddiffusion.f90` 7处。","unstructured/init_3ddiffusion.f90:83: ex = eps*exp(-(rzero*phi/ln)**2-(x/ln)**2-(z/ln)**2)
unstructured/init_3ddiffusion.f90:86: p1_l(2) = -2.*ex*x/ln**2
unstructured/init_3ddiffusion.f90:87: p1_l(3) = -2.*ex*z/ln**2
unstructured/init_3ddiffusion.f90:88: p1_l(4) = 4.*ex*x**2/ln**4 - 2.*ex*ln**2
unstructured/init_3ddiffusion.f90:89: p1_l(5) = 4.*ex*x*z/ln**4
unstructured/init_3ddiffusion.f90:90: p1_l(6) = 4.*ex*z**2/ln**4 - 2.*ex*ln**2
unstructured/init_3ddiffusion.f90:92: p1_l(7:12) = -2.*phi*p1_l(1:6)*(rzero/ln)**2
unstructured/init_basicj.f90:36: where(r2.lt.ln**2)
unstructured/init_basicj.f90:37: jphi = basicj_j0*(1.-(r2/ln**2))**basicj_nu
unstructured/init_basicj.f90:43: jphi = basicj_j0*(1. + (r2/ln**2)**basicj_nu)**(-(1.+1./basicj_nu))"
231,elongation,elongation,&inputnl,Equilibrium,平衡与初始条件,real,1.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：仅 `itaylor=19` Solovev 解析平衡的伸长率。仿星器：VMEC 几何由傅里叶系数给出，本参数不使用。,,unstructured/input.f90,624,8,unstructured/init_solovev.f90(8),源码引用 8 处；主要在 `init_solovev.f90` 8处。,"unstructured/init_solovev.f90:127: g = (x_79*z_79/elongation)**2 + &
unstructured/init_solovev.f90:143: p079(:,OP_1) = pedge - g * (1. + elongation**2) &
unstructured/init_solovev.f90:145: p079(:,OP_1) = pedge - ps079(:,OP_1) * (1. + elongation**2) &
unstructured/init_solovev.f90:146: / (elongation*rzero**3*q0)
unstructured/init_solovev.f90:192: z(i) = rzero*ln*elongation*sin(theta) / r(i)
unstructured/init_solovev.f90:200: b(i+npts) = ln*elongation* &
unstructured/init_solovev.f90:238: j0 = -(1.+elongation**2)/(q0*rzero**3*elongation)
unstructured/init_solovev.f90:251: zmax = elongation*sqrt((2.*ln*rzero)**2-(r0**2-rzero**2)**2)/(2.*r0)"
232,basicj_nu,basicj_nu,&inputnl,Equilibrium,平衡与初始条件,real,1.,1,Exponent in basicj equilibrium,托卡马克：`itaylor=29/31` 电流剖面指数；若 `basicj_qa!=0` 会由 q0/qa 关系覆盖。仿星器：`itaylor=40/41` 不使用。,,unstructured/input.f90,625,6,unstructured/init_basicj.f90(5); unstructured/input.f90(1),"源码引用 6 处；主要在 `init_basicj.f90` 5处, `input.f90` 1处。","unstructured/init_basicj.f90:37: jphi = basicj_j0*(1.-(r2/ln**2))**basicj_nu
unstructured/init_basicj.f90:43: jphi = basicj_j0*(1. + (r2/ln**2)**basicj_nu)**(-(1.+1./basicj_nu))
unstructured/init_basicj.f90:86: p = p0*(1.+(r2/ln**2)**basicj_nu)**(-(2./3.)*(1.+1./basicj_nu))
unstructured/init_basicj.f90:124: basicj_nu = basicj_qa/basicj_q0 - 1.
unstructured/init_basicj.f90:127: basicj_nu = log(2.)/log(basicj_qa/basicj_q0)
unstructured/input.f90:632: ""Edge safety factor in basicj equilibrium (supersedes basicj_nu)"", eq_grp)"
233,basicj_j0,basicj_j0,&inputnl,Equilibrium,平衡与初始条件,real,1.,1,On-axis current density in basicj equilibrium,托卡马克：basicJ 轴上电流密度幅值；若 `basicj_q0!=0`，源码用 `2*bzero/(rzero*q0)` 覆盖本值。仿星器：不使用。,,unstructured/input.f90,627,9,unstructured/init_basicj.f90(8); unstructured/input.f90(1),"源码引用 9 处；主要在 `init_basicj.f90` 8处, `input.f90` 1处。","unstructured/init_basicj.f90:37: jphi = basicj_j0*(1.-(r2/ln**2))**basicj_nu
unstructured/init_basicj.f90:43: jphi = basicj_j0*(1. + (r2/ln**2)**basicj_nu)**(-(1.+1./basicj_nu))
unstructured/init_basicj.f90:117: if(basicj_j0 .ne. 0.) basicj_q0 = 2.*bzero/(rzero*basicj_j0)
unstructured/init_basicj.f90:119: basicj_j0 = 2.*bzero/(rzero*basicj_q0)
unstructured/init_basicj.f90:209: if(basicj_j0 .eq. 0.) ibound = BOUNDARY_NONE
unstructured/init_basicj.f90:225: if(basicj_j0.eq.0.) then
unstructured/init_basicj.f90:235: if(basicj_j0.eq.0.) then
unstructured/init_basicj.f90:264: if(basicj_j0.ne.0.) call boundary_dc(jphi_vec%vec, jphi_vec%vec, dr_matrix)
unstructured/input.f90:630: ""On-axis safety factor in basicj equilibrium (supersedes basicj_j0)"", eq_grp)"
234,basicj_q0,basicj_q0,&inputnl,Equilibrium,平衡与初始条件,real,0.,1,On-axis safety factor in basicj equilibrium (supersedes basicj_j0),托卡马克：basicJ 轴上安全因子；非零时优先于 `basicj_j0` 并反算轴上电流。0 表示由 `basicj_j0` 反算 q0。仿星器：不使用。,,unstructured/input.f90,629,5,unstructured/init_basicj.f90(5),源码引用 5 处；主要在 `init_basicj.f90` 5处。,"unstructured/init_basicj.f90:116: if(basicj_q0 .eq. 0.) then
unstructured/init_basicj.f90:117: if(basicj_j0 .ne. 0.) basicj_q0 = 2.*bzero/(rzero*basicj_j0)
unstructured/init_basicj.f90:119: basicj_j0 = 2.*bzero/(rzero*basicj_q0)
unstructured/init_basicj.f90:124: basicj_nu = basicj_qa/basicj_q0 - 1.
unstructured/init_basicj.f90:127: basicj_nu = log(2.)/log(basicj_qa/basicj_q0)"
235,basicj_qa,basicj_qa,&inputnl,Equilibrium,平衡与初始条件,real,0.,1,Edge safety factor in basicj equilibrium (supersedes basicj_nu),托卡马克：basicJ 目标边缘安全因子；非零时覆盖 `basicj_nu`。`itaylor=31` 且显式给 `xlim!=0` 时源码会报错。仿星器：不使用。,,unstructured/input.f90,631,4,unstructured/init_basicj.f90(4),源码引用 4 处；主要在 `init_basicj.f90` 4处。,"unstructured/init_basicj.f90:121: if(basicj_qa .ne. 0.) then
unstructured/init_basicj.f90:124: basicj_nu = basicj_qa/basicj_q0 - 1.
unstructured/init_basicj.f90:127: basicj_nu = log(2.)/log(basicj_qa/basicj_q0)
unstructured/init_basicj.f90:129: if(myrank.eq.0) print *, 'Error: basicj_qa not available when xlim != 0'"
236,basicj_voff,basicj_voff,&inputnl,Equilibrium,平衡与初始条件,real,1.,1,Radial extent of flat toroidal rotation in basicj equilibrium,托卡马克：basicJ 核心平坦环向速度区的径向范围；范围内速度基值为 `vzero`。仿星器：不使用。,,unstructured/input.f90,633,3,unstructured/init_basicj.f90(3),源码引用 3 处；主要在 `init_basicj.f90` 3处。,"unstructured/init_basicj.f90:58: where(r.lt.basicj_voff)
unstructured/init_basicj.f90:61: vz = vzero*exp(-(r - basicj_voff)**2/(basicj_vdelt*ln)**2) &
unstructured/init_basicj.f90:62: + alpha1*exp(-(r**2 - basicj_voff**2)**2/(basicj_vdelt*ln)**4)"
237,basicj_vdelt,basicj_vdelt,&inputnl,Equilibrium,平衡与初始条件,real,1.,1,"Width of velocity drop-off, as fraction of ln, in basicj equilibrium",托卡马克：basicJ 平坦转动区外速度衰减宽度相对 `ln` 的系数，进入高斯型衰减分母。仿星器：不使用。,,unstructured/input.f90,635,2,unstructured/init_basicj.f90(2),源码引用 2 处；主要在 `init_basicj.f90` 2处。,"unstructured/init_basicj.f90:61: vz = vzero*exp(-(r - basicj_voff)**2/(basicj_vdelt*ln)**2) &
unstructured/init_basicj.f90:62: + alpha1*exp(-(r**2 - basicj_voff**2)**2/(basicj_vdelt*ln)**4)"
238,basicj_dexp,basicj_dexp,&inputnl,Equilibrium,平衡与初始条件,real,1.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：basicJ 专用输运系数径向缩放函数的幂指数，配合 `basicj_dvac` 使黏性/热传导向外变化；不改变初始密度场本身。仿星器：不使用。,,unstructured/input.f90,637,1,unstructured/init_basicj.f90(1),源码引用 1 处；主要在 `init_basicj.f90` 1处。,unstructured/init_basicj.f90:365: basicj_dscale = (1. + (sqrt(basicj_dvac) - 1.)*(sqrt(rsq)/ln)**basicj_dexp)**2
239,basicj_dvac,basicj_dvac,&inputnl,Equilibrium,平衡与初始条件,real,1.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：basicJ 专用输运系数缩放函数在 `r=ln` 处的目标倍率，影响相关黏性与热传导系数，不是外部真空区密度。仿星器：不使用。,,unstructured/input.f90,638,1,unstructured/init_basicj.f90(1),源码引用 1 处；主要在 `init_basicj.f90` 1处。,unstructured/init_basicj.f90:365: basicj_dscale = (1. + (sqrt(basicj_dvac) - 1.)*(sqrt(rsq)/ln)**basicj_dexp)**2
240,ibasicj_solvep,ibasicj_solvep,&inputnl,Equilibrium,平衡与初始条件,integer,0,1,"0: Uniform pressure, solve for F.  1: Uniform F, solve for pressure",托卡马克：仅 `itaylor=29/31`。0 使用解析压力并由给定 J 求 F；1 令 F 均匀并由 J 求压力。`itaylor=29` 的解析压力为常数，`itaylor=31` 的解析压力随半径衰减。仿星器：不使用。,,unstructured/input.f90,639,10,unstructured/init_basicj.f90(10),源码引用 10 处；主要在 `init_basicj.f90` 10处。,"unstructured/init_basicj.f90:138: if(ibasicj_solvep.eq.0) then
unstructured/init_basicj.f90:166: if(ibasicj_solvep.eq.0) then
unstructured/init_basicj.f90:179: if(ibasicj_solvep.eq.0) then
unstructured/init_basicj.f90:196: if(ibasicj_solvep.eq.0) then
unstructured/init_basicj.f90:233: if(ibasicj_solvep.eq.1) then
unstructured/init_basicj.f90:267: if(ibasicj_solvep.eq.1) then
unstructured/init_basicj.f90:279: if(ibasicj_solvep.eq.0) then
unstructured/init_basicj.f90:299: if(ibasicj_solvep.eq.0) then
unstructured/init_basicj.f90:310: if(ibasicj_solvep.eq.0) then
unstructured/init_basicj.f90:319: if(ibasicj_solvep.eq.0) then"
241,inumgs,inumgs,&inputnl,Grad-Shafranov Solver,Grad-Shafranov 求解器,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：0 使用源码内置解析 p、p'、F、FF' 形状；1 从固定文件 `profiles-p` 与 `profiles-g` 读取完整剖面并约束 GS。若 gfile 或 `iread_p/f` 已建立剖面，本开关不会再生效。仿星器：`itaylor=40/41` 不调用 GS，不使用。,,unstructured/input.f90,643,1,unstructured/gradshafranov.f90(1),源码引用 1 处；主要在 `gradshafranov.f90` 1处。,unstructured/gradshafranov.f90:461: if(inumgs .eq. 1) then
242,igs,igs,&inputnl,Grad-Shafranov Solver,Grad-Shafranov 求解器,integer,80,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：GS 最大 Picard 迭代次数；必须取正整数才会执行当前源码的 `1...igs` 循环，0 表示不求解。达到 `tol_gs` 可提前结束；负值在当前实现中不会产生迭代。仿星器：`itaylor=40/41` 不调用 GS，不使用。,,unstructured/input.f90,644,9,unstructured/gradshafranov.f90(4); unstructured/init_conds.f90(1); unstructured/init_eqdsk.f90(1); unstructured/init_jsolver.f90(1); unstructured/init_kstar.f90(1); unstructured/newvar.f90(1),"源码引用 9 处；主要在 `gradshafranov.f90` 4处, `init_conds.f90` 1处, `init_eqdsk.f90` 1处, `init_jsolver.f90` 1处。","unstructured/gradshafranov.f90:105: if(igs.ne.0) call gradshafranov_solve()
unstructured/gradshafranov.f90:1261: if(igs.ne.0) call lcfs(psi_vec, iwall_is_limiter.eq.1, &
unstructured/gradshafranov.f90:1269: mainloop: do itnum=1, igs
unstructured/gradshafranov.f90:1402: if(igs.ne.0) call lcfs(psi_vec, iwall_is_limiter.eq.1)
unstructured/init_conds.f90:763: n = igs
unstructured/init_eqdsk.f90:178: if(igs.ne.0) then
unstructured/init_jsolver.f90:76: if(igs.gt.0) then
unstructured/init_kstar.f90:199: n = igs
unstructured/newvar.f90:119: if(igs.ne.0) then"
243,igs_pp_ffp_rescale,igs_pp_ffp_rescale,&inputnl,Grad-Shafranov Solver,Grad-Shafranov 求解器,integer,0,1,Rescale p' and FF' to match p and F,托卡马克：1 仅在由 gfile 的 p、p'、F、FF' 建立约束剖面时，把 p' 与 FF' 的积分分别重标度到给定 p 与 F；同时改变 `batemanscale` 的应用顺序。0 保留文件导数。仿星器：不使用。,,unstructured/input.f90,645,4,unstructured/gradshafranov.f90(2); unstructured/init_eqdsk.f90(2),"源码引用 4 处；主要在 `gradshafranov.f90` 2处, `init_eqdsk.f90` 2处。","unstructured/gradshafranov.f90:1409: if(igs_pp_ffp_rescale.ne.0 .and. batemanscale.ne.1.) then
unstructured/gradshafranov.f90:2783: if(igs_pp_ffp_rescale.eq.1) then
unstructured/init_eqdsk.f90:171: if(igs_pp_ffp_rescale.ne.1) fpol(nw) = fpol(nw)*batemanscale
unstructured/init_eqdsk.f90:188: if(batemanscale.eq.1.0 .or. igs_pp_ffp_rescale.eq.1) cycle"
244,igs_extend_p,igs_extend_p,&inputnl,Grad-Shafranov Solver,Grad-Shafranov 求解器,integer,0,1,Extend p past Psi=1 using ne and Te profiles,托卡马克：非零时，若 ne 或 Te 剖面延伸到压力剖面末端之外，就用电子压力加保持末端 Ti 不变的离子压力延伸总压力，并重新计算 p'。0 不延伸。仿星器：不使用。,,unstructured/input.f90,647,2,unstructured/gradshafranov.f90(1); unstructured/input.f90(1),"源码引用 2 处；主要在 `gradshafranov.f90` 1处, `input.f90` 1处。","unstructured/gradshafranov.f90:792: if(igs_extend_p.ne.0) call extend_pressure
unstructured/input.f90:1577: if(iread_eqdsk.ne.0 .and. igs_extend_p.eq.0 .and. irot.le.0) then"
245,igs_extend_diamag,igs_extend_diamag,&inputnl,Grad-Shafranov Solver,Grad-Shafranov 求解器,integer,1,1,Extend diamagnetic rotation Psi=1,托卡马克：读取电子或 E×B 转动并换算离子转动时，0 在归一化磁通大于等于 1 处停止加入抗磁修正；非零则继续到转动样条末端。仿星器：不使用。,,unstructured/input.f90,649,1,unstructured/gradshafranov.f90(1),源码引用 1 处；主要在 `gradshafranov.f90` 1处。,unstructured/gradshafranov.f90:971: if(omega_spline%x(i).ge.1. .and. igs_extend_diamag.eq.0) cycle
246,igs_start_xpoint_search,igs_start_xpoint_search,&inputnl,Grad-Shafranov Solver,Grad-Shafranov 求解器,integer,0,1,Number of GS its. before searching for xpoint,托卡马克：前 N 次 GS 迭代只在给定 `xnull/znull` 位置评价磁通，从第 N 次起才在其附近搜索真正鞍点；0 表示初始化 LCFS 时即搜索。仿星器：不使用。,,unstructured/input.f90,651,2,unstructured/gradshafranov.f90(2),源码引用 2 处；主要在 `gradshafranov.f90` 2处。,"unstructured/gradshafranov.f90:1262: igs_start_xpoint_search.eq.0)
unstructured/gradshafranov.f90:1323: itnum.ge.igs_start_xpoint_search)"
247,igs_forcefree_lcfs,igs_forcefree_lcfs,&inputnl,Grad-Shafranov Solver,Grad-Shafranov 求解器,integer,-1,1,Ensure that GS solution is force-free at LCFS,托卡马克：控制 LCFS 外剖面处理。0 允许剖面按样条继续；1 在非 plasma magnetic region 令 p'、FF'、转动均为 0；2 令 p'、FF' 为 0，并把外侧转动保持为 LCFS 值。-1 会在校验时自动选 0 或 2。仿星器：不使用。,,unstructured/input.f90,653,8,unstructured/gradshafranov.f90(5); unstructured/input.f90(3),"源码引用 8 处；主要在 `gradshafranov.f90` 5处, `input.f90` 3处。","unstructured/gradshafranov.f90:1006: if(igs_forcefree_lcfs.eq.1) then
unstructured/gradshafranov.f90:1008: else if(igs_forcefree_lcfs.eq.2) then
unstructured/gradshafranov.f90:2441: if(igs_forcefree_lcfs.ge.1 .and. mr.ne.REGION_PLASMA) then
unstructured/gradshafranov.f90:3032: if(igs_forcefree_lcfs.ge.1 .and. mr.ne.REGION_PLASMA) then
unstructured/gradshafranov.f90:3353: if(igs_forcefree_lcfs.eq.1 .and. mr.ne.REGION_PLASMA) then
unstructured/input.f90:1576: if(igs_forcefree_lcfs.eq.-1) then
unstructured/input.f90:1578: igs_forcefree_lcfs = 2
unstructured/input.f90:1580: igs_forcefree_lcfs = 0"
248,nv1equ,nv1equ,&inputnl,Grad-Shafranov Solver,Grad-Shafranov 求解器,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：1 使非约束解析 GS 路径把 `gamma2/gamma3/gamma4` 全部置 0，跳过 q0、dJ/dpsi 和总电流约束；0 正常计算这些约束。名称中的 numvar 说明已不能完整代表当前行为。仿星器：不使用。,,unstructured/input.f90,655,1,unstructured/gradshafranov.f90(1),源码引用 1 处；主要在 `gradshafranov.f90` 1处。,unstructured/gradshafranov.f90:1908: if(nv1equ.eq.1) then
249,igs_feedfac,igs_feedfac,&inputnl,Grad-Shafranov Solver,Grad-Shafranov 求解器,integer,1,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：只按是否等于 1 作为 generic `idevice=0` 双 limiter 外场反馈开关；1 在第二轮以后根据两 limiter 的磁通差修正外边界场，其他值关闭。它不是连续比例系数。仿星器：不使用。,,unstructured/input.f90,656,1,unstructured/gradshafranov.f90(1),源码引用 1 处；主要在 `gradshafranov.f90` 1处。,unstructured/gradshafranov.f90:1276: if(itnum.gt.1 .and. gnorm.ne.0 .and. xlim2.ne.0 .and. igs_feedfac.eq.1) then
250,eta_gs,eta_gs,&inputnl,Grad-Shafranov Solver,Grad-Shafranov 求解器,real,1e3,1,Factor for smoothing nonaxisymmetries in psi in GS solve,托卡马克：仅 USE3D 编译中给 GS 矩阵加入环向导数惩罚，平滑 psi 的非轴对称分量；常规轴对称二维求解中无作用。仿星器：不使用。,,unstructured/input.f90,657,1,unstructured/gradshafranov.f90(1),源码引用 1 处；主要在 `gradshafranov.f90` 1处。,"unstructured/gradshafranov.f90:1190: temp = temp - eta_gs*intxx3(mu79(:,:,OP_DP),nu79(:,:,OP_DP),ri3_79)"
251,tcuro,tcuro,&inputnl,Grad-Shafranov Solver,Grad-Shafranov 求解器,real,1.,1,Total current in initial current filament,托卡马克：无 gfile 时是初始电流丝/高斯电流的总电流，也是非约束解析 GS 用 `gamma4` 保持的目标总等离子体电流；gfile 路径会用文件总电流覆盖。完整 p/F 约束路径不再用它重调总电流。仿星器：不使用。,,unstructured/input.f90,659,20,unstructured/gradshafranov.f90(8); unstructured/init_eqdsk.f90(7); unstructured/init_jsolver.f90(4); unstructured/init_dskbal.f90(1),"源码引用 20 处；主要在 `gradshafranov.f90` 8处, `init_eqdsk.f90` 7处, `init_jsolver.f90` 4处, `init_dskbal.f90` 1处。","unstructured/gradshafranov.f90:96: if(myrank.eq.0 .and. iprint.gt.0) write(*,1001) xmag,zmag,tcuro,sigma0
unstructured/gradshafranov.f90:97: 1001 format(' in gradshafranov_init',/,' xmag,zmag,tcuro,sigma0',1p4e12.4)
unstructured/gradshafranov.f90:99: call deltafun(xmag,zmag,tcuro,jphi_field)
unstructured/gradshafranov.f90:101: call gaussianfun(xmag,zmag,tcuro,sigma0,jphi_field)
unstructured/gradshafranov.f90:255: fac = tcuro/twopi
unstructured/gradshafranov.f90:256: fac2 = tcuro / (8.*pi**2*xmag)
unstructured/gradshafranov.f90:362: ic(1) = tcuro/(2.*pi)
unstructured/gradshafranov.f90:1995: g4 = -(-tcuro + gamma2*gsint2 + gamma3*gsint3 + gsint1)/gsint4
unstructured/init_dskbal.f90:67: call deltafun(xmag,zmag,tcuro,jphi_field)
unstructured/init_eqdsk.f90:67: tcuro = current"
